kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
凧,2139,2265,kite,kite,,,いかのぼり; たこ,5,
凪,2140,2266,lull,lull,,,なぎ; な.ぐ,6,N1
夙,2141,2267,earlybird,earlybird,,シュク,つとに; はやい,6,
鳳,2142,2268,phoenix,phoenix,,ホウ; フウ,,14,N1
剽,,2269,,menace,,ヒョウ,おびや.かす; さす,13,
劉,2143,2270,slaughter,slaughter,,リュウ; ル,ころ.す,15,
剃,2146,2271,shave,shave,,テイ,まい; そ.る; す.る,9,
厭,2149,2272,despondent,despondent,,エン; オン; アン; オウ; ユウ; ヨウ,いや; あ.きる; いと.う; おさ.える,14,
雁,2150,2273,wild goose,wild goose,,ガン,かり; かりがね,12,
贋,2151,2274,counterfeit,counterfeit,,ガン,にせ,19,
厨,2152,2275,kitchen,kitchen,,シュウ; ズ; チュ; チュウ,くりや,12,
仄,2153,2276,insinuate,insinuate,,ソク,ほの.か; ほの-; ほの.めかす; ほの.めく; かたむ.く,4,
哨,2154,2277,scout,scout,,ショウ,みはり,10,
咎,2156,2278,reprehend,reprehend,,キュウ; コウ,とが.める; とが,8,
囁,2157,2279,whisper,whisper,,ショウ,ささや.く,21,
喋,2158,2280,chatter,chatter,,チョウ; トウ,しゃべ.る; ついば.む,12,
嘩,2160,2281,quarrel,quarrel,,カ; ケ,かまびす.しい,13,
噂,2161,2282,gossip,gossip,,ソン,うわさ,15,
咳,2162,2283,cough,cough,,カイ; ガイ,せ.く; しわぶ.く; せき; しわぶき,9,
喧,2163,2284,clamor,clamor,,ケン,やかま.しい; かまびす.しい,12,
叩,2166,2285,bash,bash,,コウ,たた.く; はた.く; すぎ,5,
嘘,2167,2286,fib,fib,,キョ; コ,うそ; ふ.く,14,
啄,2168,2287,peck at,peck at,,タク; ツク; トク,ついば.む; つつ.く,10,N1
吠,2170,2288,barking,barking,,ハイ; ベイ,ほえ.る; ほ.える,7,
吊,2171,2289,dangle,dangle,,チョウ,つ.る; つる.す,6,
噛,2172,2290,chew,chew,,コウ; ゴウ,か.む; か.じる,15,
叶,2173,2291,within my ability,within my ability,,キョウ,かな.える; かな.う,5,N1
吻,2174,2292,sides of the mouth,sides of the mouth,,フン; ブン,くちわき; くちさき,7,
吃,2175,2293,stammer,stammer,,キツ,ども.る,6,
噺,2176,2294,spin a tale,spin a tale,,,はなし,16,
噌,2177,2295,miso,miso,,ソウ; ショウ; ソ,かまびす.しい,14,
邑,2180,2296,city walls,city walls,,ユウ,むら,7,N1
呆,2181,2297,dumbfounded,dumbfounded,,ホウ,ほけ.る; ぼ.ける; あき.れる; おろか,7,
喰,2182,2298,ingest,ingest,,,く.う; く.らう,12,
埴,2183,2299,clay,clay,,ショク,はに; へな,11,
坤,2184,2300,authochthonous,authochthonous,,コン,つち; ひつじさる,8,
壕,2186,2301,dugout,dugout,,コウ; ゴウ,ほり,17,
垢,2187,2302,blemish,blemish,,コウ; ク,あか; はじ,9,
坦,2188,2303,flat,flat,,タン,たいら,8,
埠,2189,2304,wharf,wharf,,フ; ホ,つか; はとば,11,
堰,2191,2305,dam,dam,,エン,せき; せ.く,12,
堵,2192,2306,railing,railing,,ト,かき,11,
嬰,2193,2307,suckling infant,suckling infant,,エイ,ふ.れる; みどりご; あかご,17,
姦,2194,2308,violate,violate,,カン; ケン,かん.する; かしま.しい; みだら,9,
婢,2196,2309,handmaiden,handmaiden,,ヒ,はしため,11,
婉,2197,2310,well finished,well finished,,エン,うつく.しい; したが.う,11,
娼,2198,2311,harlot,harlot,,ショウ,あそびめ,11,
妓,2199,2312,courtesan,courtesan,,ギ; キ,わざおぎ; うたいめ,7,
娃,2200,2313,fair,fair,,ア; アイ; ワ,うつく.しい,9,
姪,2201,2314,niece,niece,,テツ; チツ; ジチ; イツ; イチ,めい; おい,9,
嬬,2203,2315,mistress,mistress,,ジュ,よわ.い,17,
姥,2204,2316,aged woman,aged woman,,ボ; モ,うば,9,
姑,2205,2317,mother-in-law,mother-in-law,,コ,しゅうとめ; しゅうと; おば; しばらく,8,
姐,2206,2318,young miss,young miss,,ソ; シャ,あね; ねえさん,8,
嬉,2207,2319,overjoyed,overjoyed,,キ,うれ.しい; たの.しむ,15,N1
孕,2208,2320,expecting,expecting,,ヨウ,はら.む,5,
孜,2209,2321,assiduous,assiduous,,シ,つと.める,7,
宥,2210,2322,soothe,soothe,,ユウ,なだ.める; ゆる.す,9,N1
寓,2211,2323,imply,imply,,グウ; グ; ドウ,ぐう.する; かこつ.ける; よ.せる; よ.る; かりずまい,12,
宏,2212,2324,extensive,extensive,,コウ,ひろ.い,7,N1
牢,2213,2325,jail,jail,,ロウ,かた.い; ひとや,7,
宋,2215,2326,Sung dynasty,Sung dynasty,,ソウ,,7,
宍,2216,2327,venison,venison,,ニク; ジク,しし,7,
屠,2217,2328,butchering,butchering,,ト; チョ,ほふ.る,11,
屁,2218,2329,fart,fart,,ヒ,へ; おなら,7,
屑,2219,2330,rubbish,rubbish,,セツ,くず; いさぎよ.い,10,
屡,2221,2331,frequently,frequently,,ル,しばしば,12,
屍,2222,2332,corpse,corpse,,シ,しかばね,9,
屏,2223,2333,folding screen,folding screen,,ヘイ; ビョウ,おお.う; しりぞ.く; びょう.ぶ,9,
嵩,2224,2334,high-reaching,high-reaching,,スウ; シュウ,かさ; かさ.む; たか.い,13,N1
崚,2225,2335,rugged mountains,rugged mountains,,リョウ,,11,N1
嶺,2228,2336,mountaintop,mountaintop,,レイ; リョウ,みね,17,N1
嵌,2229,2337,fit into,fit into,,カン,は.める; は.まる; あな,12,
帖,2231,2338,quire,quire,,チョウ; ジョウ,かきもの,8,
幡,2232,2339,banner,banner,,マン; ハン; バン; ホン,はた,15,
幟,2233,2340,pennant,pennant,,シ,のぼり,15,
庖,2234,2341,cleaver,cleaver,,ホウ,くりや,8,
廓,2235,2342,licensed quarters,licensed quarters,,カク,くるわ; とりで,14,
庇,2236,2343,overhang,overhang,,ヒ,ひさし; おお.う; かば.う,7,
鷹,2237,2344,hawk,hawk,,ヨウ; オウ,たか,24,N1
庄,2238,2345,shire,shire,,ショウ; ソ; ソウ; ホウ,,6,N1
廟,2239,2346,tomb sanctuary,tomb sanctuary,,ビョウ; ミョウ,たまや; みたまや; やしろ,15,
彊,2240,2347,strengthen,strengthen,,キョウ; ゴウ,つよ.い,16,
弛,2242,2348,loosen,loosen,,チ; シ,たる.む; たる.める; たゆ.む; ゆる.む; ゆる.み,6,
粥,2243,2349,rice gruel,rice gruel,,イク; シュク; ジュク,かゆ; かい; ひさ.ぐ,12,
挽,2244,2350,lathe,lathe,,バン,ひ.く,10,
撞,2245,2351,bump into,bump into,,ドウ; トウ; シュ,つ.く,15,
扮,2246,2352,disguise,disguise,,フン; ハン; ヘン,ふん.する; やつ.す; よそお.う,7,
捏,,2353,,fabrication,,ネツ; テツ; ネチ,こ.ねる; ね.る; つく.ねる,10,
掴,2249,2354,clutch,clutch,,カク,つか.む; つか.まえる; つか.まる,11,
捺,2250,2355,impress,impress,,ナツ; ダツ,さ.す; お.す,11,N1
掻,2252,2356,scratch,scratch,,ソウ,か.く,11,
撰,2253,2357,assortment,assortment,,サン; セン,せん.する; えら.む; えら.ぶ,15,
揃,2255,2358,muster,muster,,セン,そろ.える; そろ.う; そろ.い; き.る,12,
捌,2256,2359,deal with,deal with,,ハツ; ハチ; ベツ,さば.く; さば.ける; は.け,10,
按,2259,2360,press down on,press down on,,アン,おさ.える; しら.べる,9,
播,2262,2361,disseminate,disseminate,,ハ; バン; ハン,ま.く,15,
揖,2263,2362,interpretation,collect,,イツ; ユ; シュウ; ユウ,,12,
托,2264,2363,receptable,receptacle,,タク,たく.する; たの.む,6,
捧,2265,2364,dedicate,devote,,ホウ,ささ.げる,11,
撚,2266,2365,twirl,twirl,,ネン,よ.る; よ.れる; より; ひね.る,15,
挺,2267,2366,counter for tools,counter for tools,,チョウ; テイ,ぬ.く,10,
擾,2268,2367,commotion,commotion,,ジョウ,みだ.れる; みだ.す; わずら.わしい,18,
撫,2270,2368,petting,petting,,ブ; フ,な.でる,15,
撒,2271,2369,sprinkle,sprinkle,,サン; サツ,ま.く,15,
擢,2272,2370,outstanding,outstanding,,テキ; タク,ぬ.く; ぬき.んでる,17,
摺,2258,2371,rubbing,rubbing,,ショウ; シュウ; ロウ,す.る; ひだ,14,
捷,2273,2372,spoils,spoils,,ショウ; ソウ,はや.い,11,N1
抉,2274,2373,gouge out,gouge out,,ケツ,えぐ.る; こじ.る; くじ.る,7,
怯,2275,2374,wince,wince,,キョウ; コウ,ひる.む; おびえ.る; おじる; おび.える; おそ.れる,8,
惟,2276,2375,ponder,ponder,,イ; ユイ,おも.んみる; これ; おも.うに,11,N1
惚,2277,2376,infatuation,infatuation,,コツ,ほけ.る; ぼ.ける; ほ.れる,11,
怜,2278,2377,quickwitted,quickwitted,,レイ; レン; リョウ,あわ.れむ; さと.い,8,N1
惇,2279,2378,considerate,considerate,,シュン; ジュン; トン,あつ.い,11,N1
恰,2281,2379,as if,as if,,コウ; カッ; チョウ; キョウ,あたか.も,9,
恢,2282,2380,enlarge,enlarge,,カイ; ケ,ひろ.い,9,
悌,2283,2381,respect for elders,respect for elders,,テイ; ダイ,,10,N1
澪,2285,2382,canal,canal,,レイ,みお,16,N1
洸,2286,2383,glistening,glistening,,コウ,,9,N1
滉,2287,2384,bounding main,bounding main,,コウ,ひろ.い,13,N1
漱,2288,2385,gargle,gargle,,ソウ; シュウ; ス,くちすす.ぐ; くちそそ.ぐ; うがい; すす.ぐ,14,N1
洲,2289,2386,continent,continent,,シュウ; ス,しま,9,N1
洵,2290,2387,swirling waters,swirling waters,,ジュン; シュン,の.ぶ; まこと.に,9,N1
滲,2291,2388,seep,seep,,シン,し.みる; にじ.む,14,
洒,2292,2389,rinse,rinse,,シャ; ソン; サイ; セン; セイ,すす.ぐ; あら.う,9,
沐,2293,2390,douse,douse,,モク,もく.する; あら.う,7,
泪,2294,2391,teardrops,teardrops,,ルイ; レイ,なみだ,8,
渾,2295,2392,gushing,gushing,,コン,すべ.て; にご.る,12,
涜,2297,2393,blaspheme,blaspheme,,トク; トウ,けが.す; けが.れ; みぞ,10,
梁,2299,2394,roofbeam,roofbeam,,リョウ,はり; うつばり; うちばり; やな; はし,11,
澱,2300,2395,sediment,sediment,,デン; テン,おり; ど.ろ; よど.み; よど.む,16,
洛,2302,2396,old Kyoto,old Kyoto,,ラク,,9,
汝,2303,2397,thou,thou,,ジョ,なんじ; なれ; い; うぬ; いまし; し; しゃ; な; なむち; まし; みまし,6,
漉,2304,2398,filter,filter,,ロク,こ.し; こ.す; す.く,14,
瀕,2305,2399,on the verge of,on the verge of,,ヒン,ほとり,20,
濠,2306,2400,moat,moat,,ゴウ; コウ,ほり,17,
溌,2307,2401,spray,spray,,ハツ,も.る; とびち.る; そそ.ぐ,12,
湊,2309,2402,port,port,,ソウ,みなと; あつ.まる,12,
淋,2310,2403,solitude,solitude,,リン,さび.しい; さみ.しい,11,
浩,2311,2404,abounding,abounding,,コウ,おおき.い; ひろ.い,10,N1
汀,2312,2405,water’s edge,water’s edge,,テイ,みぎわ; なぎさ,5,
鴻,2313,2406,large goose,large goose,,コウ; ゴウ,おおとり; ひしくい; おおがり,17,N1
潅,2314,2407,souse,souse,,カン,そそ.ぐ,14,
溢,2315,2408,brimming,brimming,,イツ,こぼ.れる; あふ.れる; み.ちる,13,
湛,2317,2409,inundate,inundate,,タン; チン; ジン; セン,しず.む; たた.える,12,
淳,2318,2410,immaculate,immaculate,,ジュン; シュン,あつ.い,11,N1
渥,2320,2411,moisten,moisten,,アク,あつ.い; うるお.う,12,N1
灘,2321,2412,rough seas,rough seas,,タン; ダン,なだ; せ,21,
汲,2322,2413,draw water,draw water,,キュウ,く.む,7,
瀞,2323,2414,river pool,river pool,,セイ; ショウ; ジュウ,とろ; きよ.い,17,
溜,2324,2415,cumulation,cumulation,,リュウ,た.まる; たま.る; た.める; したた.る; たまり; ため,13,
渕,2325,2416,abyss,abyss,,エン; カク; コウ,ふち; かた.い; はなわ,11,
沌,2326,2417,chaos,chaos,,トン,くら.い,7,
濾,2328,2418,strainer,strainer,,ロ; リョ,こ.す,18,
濡,2329,2419,drench,drench,,ジュ; ニュ,ぬれ.る; ぬら.す; ぬ.れる; ぬ.らす; うるお.い; うるお.う; うるお.す,17,
淀,2330,2420,eddy,eddy,,テン; デン,よど.む,11,
涅,2331,2421,fabrication,black soil,,ネツ; デツ,そ.める,10,
斧,2333,2422,hatchet,hatchet,,フ,おの,8,
爺,2334,2423,grandpa,grandpa,,ヤ,じい; じじい; おやじ; じじ; ちち,13,
猾,2335,2424,sly,sly,,カツ,わるがしこ.い,13,
猥,2336,2425,indecent,indecent,,ワイ,みだ.ら; みだり.に,12,
狡,2337,2426,cunning,cunning,,コウ; キョウ,ずる.い; こす.い; わるがしこ.い,9,
狸,2338,2427,racoon dog,racoon dog,,リ; ライ,たぬき,10,
狼,2339,2428,wolf,wolf,,ロウ,おおかみ,10,
狽,2340,2429,flustered,flustered,,ケン; バイ; ハイ,,10,
狗,2341,2430,pup,pup,,ク; コウ,いぬ,8,
狐,2342,2431,fox,fox,,コ,きつね,9,
狛,2343,2432,a-un,a-un,,ハク,こま,8,
獅,2345,2433,lion,lion,,シ,しし,13,
狒,2346,2434,baboon,baboon,,ヒ,ひひ,8,
莨,2347,2435,tobacco,tobacco,,ロウ,たばこ,10,
茉,2348,2436,jasmine,jasmine,,マツ; バツ; マ,,8,N1
莉,2349,2437,hawthorn,hawthorn,,リ; ライ; レイ,,10,N1
苺,2350,2438,strawberry,strawberry,,バイ; マイ,いちご,8,
萩,2351,2439,bush clover,bush clover,,シュウ,はぎ,12,N1
藝,2352,2440,technique (old),technique (old),,ゲイ; ウン,う.える; のり; わざ,18,
薙,2353,2441,trim,trim,,テイ; チ,な.ぐ; なぎ; か.る,16,
蓑,2354,2442,straw raincoat,straw raincoat,,サ; サイ,みの,13,
苔,2356,2443,moss,moss,,タイ,こけ; こけら,8,
蕩,2357,2444,prodigal,prodigal,,トウ,とろ.かす; とろ.ける; うご.く,15,
蔓,2359,2445,tendril,tendril,,マン; バン,はびこ.る; つる,14,
蓮,2360,2446,lotus,lotus,,レン,はす; はちす,13,N1
芙,2361,2447,lotus flower,lotus flower,,フ,,7,N1
蓉,2362,2448,lotus blossom,lotus blossom,,ヨウ,,13,N1
蘭,2363,2449,orchid,orchid,,ラン; ラ,,19,N1
芦,2364,2450,hollow reed,hollow reed,,ロ,あし; よし,7,
薯,2365,2451,yam,yam,,ショ,いも,16,
菖,2366,2452,iris,iris,,ショウ,,11,N1
蕉,2367,2453,banana,banana,,ショウ,,15,N1
蕎,2369,2454,buckwheat,buckwheat,,キョウ,そば,15,
蕗,2370,2455,butterbur,butterbur,,ロ; ル,ふき,16,N1
茄,2372,2456,eggplant,eggplant,,カ,,8,N1
蔭,2374,2457,behind the scenes,behind the scenes,,イン; オン,かげ,14,
蓬,2375,2458,wormwood,wormwood,,ホウ; ブ,よもぎ,13,
芥,2376,2459,mustard,mustard,,カイ; ケ,からし; ごみ; あくた,7,
萌,2377,2460,germinate,germinate,,ホウ,も.える; きざ.す; めばえ; きざ.し,11,N1
葡,2378,2461,grape,grape,,ブ; ホ,,12,
萄,2379,2462,grape vine,grape vine,,ドウ; トウ,,11,
蘇,2380,2463,resurrect,resurrect,,ソ; ス,よみがえ.る,19,
蕃,2381,2464,grow wild,grow wild,,バン; ハン,,15,
苓,2382,2465,cocklebur,cocklebur,,レイ; リョウ,みみなぐさ,8,
菰,2383,2466,rush mat,rush mat,,コ,こも; まこも,12,
蒙,2384,2467,darken,darken,,モウ; ボウ,こうむ.る; おお.う; くら.い,13,
茅,2385,2468,grassy reed,grassy reed,,ボウ; ミョウ,かや; ちがや,8,N1
芭,2386,2469,plantain,plantain,,バ; ハ,,7,
苅,2387,2470,mow,mow,,ガイ; カイ,か.る,7,
葱,2389,2471,onion,onion,,ソウ,ねぎ,12,
葵,2391,2472,hollyhock,hollyhock,,キ,あおい,12,N1
葺,2392,2473,shingling,shingling,,シュウ,あし; ふ.く; ふき,12,
蕊,2393,2474,stamen,stamen,,ズイ,しべ,15,
茸,2394,2475,mushroom,mushroom,,ジョウ; ニュ,きのこ; たけ; しげ.る,9,
蒔,2395,2476,sowing,sowing,,シ; ジ,う.える; ま.く,13,N1
芹,2396,2477,parsley,parsley,,キン,せり,7,N1
苫,2397,2478,thatching,thatching,,セン,とま,8,
蒼,2399,2479,pale blue,pale blue,,ソウ,あお.い,13,N1
藁,2400,2480,straw,straw,,コウ,わら,17,
蕪,2401,2481,turnip,turnip,,ブ; ム,かぶ; かぶら; あれる,15,
藷,2402,2482,sweet potato,sweet potato,,ショ; ジョ,いも,18,
薮,2403,2483,quack,quack,,ソウ,やぶ,16,
蒜,2404,2484,garlic,garlic,,サン,にんにく; ひる; のびる,13,
蕨,2405,2485,bracken,bracken,,ケツ,わらび,15,
蔚,2406,2486,grow plentiful,grow plentiful,,ウツ; イ,うち; おとこよもぎ,14,
茜,2407,2487,madder red,madder red,,セン,あかね,9,N1
莞,2408,2488,candle rush,candle rush,,カン,い,10,N1
蒐,2409,2489,collector,collector,,シュウ,あかね; あつ.まる; あつ.める,13,
菅,2410,2490,sedge,sedge,,カン; ケン,すげ,11,
葦,2411,2491,ditch reed,ditch reed,,イ,あし; よし; しお.れる; しな.びる; しぼ.む; な.える,13,
迪,2412,2492,Way,Way,,テキ,みち; みちび.く; すす.む; いた.る,8,N1
辿,2413,2493,track down,track down,,テン,たど.る; たどり,6,
這,2414,2494,crawl,crawl,,シャ; ゲン,は.う; は.い; むか.える; この,10,
迂,2415,2495,detour,detour,,ウ,,6,
遁,2416,2496,elude,shirk,,トン; シュン,のが.れる,12,
逢,2417,2497,tryst,tryst,,ホウ,あ.う; むか.える,10,
遥,2418,2498,far off,far off,,ヨウ,はる.か,12,N1
遼,2419,2499,remote,faraway,,リョウ,,15,N1
逼,2420,2500,pressing,pressing,,フク; ヒツ; ヒョク; ヒキ,せま.る; むかばき,12,
迄,2421,2501,until,until,,キツ,まで; およ.ぶ,6,
逗,2423,2502,standstill,standstill,,トウ; ズ,とど.まる,10,
鄭,2425,2503,courtesy,courtesy,,テイ; ジョウ,,15,
隕,,2504,,falling,,イン; エン; ウン,おち.る,13,
隈,2427,2505,nook,nook,,ワイ; エ,くま; すみ,12,
憑,2428,2506,possessed,possessed,,ヒョウ,つ.く; つか.れる; よ.る; たの.む,16,
惹,2429,2507,attract,attract,,ジャク; ジャ,ひ.く,12,
悉,2430,2508,without exception,without exception,,シツ; シチ,つ.きる; ことごと; ことごと.く; つ.くす; つぶさ.に,11,
忽,2431,2509,instantaneously,instantaneously,,コツ,たちま.ち; ゆるが.せ,8,
惣,2432,2510,firstborn son,firstborn son,,ソウ,すべ.て,12,N1
愈,2433,2511,in the nick of time,in the nick of time,,ユ,いよいよ; まさ.る,13,
恕,2434,2512,sensitive,sensitive,,ジョ; ショ,ゆる.す,10,N1
昴,2435,2513,overarching,overarching,,コウ; ボウ,すばる,9,N1
晋,2436,2514,progress,progress,,シン,すす.む,10,N1
晟,2438,2515,aglow,aglow,,セイ; ジョウ,あきらか,10,N1
暈,2439,2516,halo,halo,,ウン,ぼか.す; ぼけ.る; かさ; くま; ぼかし; めまい,13,
暉,2440,2517,glitter,glitter,,キ,かが.やく,13,N1
旱,2441,2518,dry weather,dry weather,,カン,ひでり,7,
晏,2442,2519,clear skies,clear skies,,アン,おそ.い,10,N1
晨,2443,2520,morrow,morrow,,シン,あした; とき; あさ,11,N1
晒,2444,2521,bleaching,bleaching,,サイ; シ,さら.す; さらし,10,
晃,2446,2522,limpid,limpid,,コウ,あきらか,10,N1
曝,2447,2523,air out,air out,,バク; ホク; ボク,さら.す,19,
